25560 O361992 1 Maternal care for oth isoimmun, unsp trimester, fetus 2      Maternal care for other isoimmunization, unspecified trimester, fetus 2
25561 O361993 1 Maternal care for oth isoimmun, unsp trimester, fetus 3      Maternal care for other isoimmunization, unspecified trimester, fetus 3
25562 O361994 1 Maternal care for oth isoimmun, unsp trimester, fetus 4      Maternal care for other isoimmunization, unspecified trimester, fetus 4
25563 O361995 1 Maternal care for oth isoimmun, unsp trimester, fetus 5      Maternal care for other isoimmunization, unspecified trimester, fetus 5
25564 O361999 1 Maternal care for oth isoimmunization, unsp trimester, oth   Maternal care for other isoimmunization, unspecified trimester, other fetus
25565 O362    0 Maternal care for hydrops fetalis                            Maternal care for hydrops fetalis
25566 O3620   0 Maternal care for hydrops fetalis, unspecified trimester     Maternal care for hydrops fetalis, unspecified trimester
25567 O3620X0 1 Maternal care for hydrops fetalis, unsp trimester, unsp      Maternal care for hydrops fetalis, unspecified trimester, not applicable or unspecified
25568 O3620X1 1 Maternal care for hydrops fetalis, unsp trimester, fetus 1   Maternal care for hydrops fetalis, unspecified trimester, fetus 1
25569 O3620X2 1 Maternal care for hydrops fetalis, unsp trimester, fetus 2   Maternal care for hydrops fetalis, unspecified trimester, fetus 2
25570 O3620X3 1 Maternal care for hydrops fetalis, unsp trimester, fetus 3   Maternal care for hydrops fetalis, unspecified trimester, fetus 3
25571 O3620X4 1 Maternal care for hydrops fetalis, unsp trimester, fetus 4   Maternal care for hydrops fetalis, unspecified trimester, fetus 4
25572 O3620X5 1 Maternal care for hydrops fetalis, unsp trimester, fetus 5   Maternal care for hydrops fetalis, unspecified trimester, fetus 5
25573 O3620X9 1 Maternal care for hydrops fetalis, unsp trimester, oth fetus Maternal care for hydrops fetalis, unspecified trimester, other fetus
25574 O3621   0 Maternal care for hydrops fetalis, first trimester           Maternal care for hydrops fetalis, first trimester
25575 O3621X0 1 Maternal care for hydrops fetalis, first trimester, unsp     Maternal care for hydrops fetalis, first trimester, not applicable or unspecified
25576 O3621X1 1 Maternal care for hydrops fetalis, first trimester, fetus 1  Maternal care for hydrops fetalis, first trimester, fetus 1
25577 O3621X2 1 Maternal care for hydrops fetalis, first trimester, fetus 2  Maternal care for hydrops fetalis, first trimester, fetus 2
25578 O3621X3 1 Maternal care for hydrops fetalis, first trimester, fetus 3  Maternal care for hydrops fetalis, first trimester, fetus 3
25579 O3621X4 1 Maternal care for hydrops fetalis, first trimester, fetus 4  Maternal care for hydrops fetalis, first trimester, fetus 4
25580 O3621X5 1 Maternal care for hydrops fetalis, first trimester, fetus 5  Maternal care for hydrops fetalis, first trimester, fetus 5
25581 O3621X9 1 Maternal care for hydrops fetalis, first trimester, oth      Maternal care for hydrops fetalis, first trimester, other fetus
25582 O3622   0 Maternal care for hydrops fetalis, second trimester          Maternal care for hydrops fetalis, second trimester
25583 O3622X0 1 Maternal care for hydrops fetalis, second trimester, unsp    Maternal care for hydrops fetalis, second trimester, not applicable or unspecified
25584 O3622X1 1 Maternal care for hydrops fetalis, second trimester, fetus 1 Maternal care for hydrops fetalis, second trimester, fetus 1
25585 O3622X2 1 Maternal care for hydrops fetalis, second trimester, fetus 2 Maternal care for hydrops fetalis, second trimester, fetus 2
25586 O3622X3 1 Maternal care for hydrops fetalis, second trimester, fetus 3 Maternal care for hydrops fetalis, second trimester, fetus 3
25587 O3622X4 1 Maternal care for hydrops fetalis, second trimester, fetus 4 Maternal care for hydrops fetalis, second trimester, fetus 4
25588 O3622X5 1 Maternal care for hydrops fetalis, second trimester, fetus 5 Maternal care for hydrops fetalis, second trimester, fetus 5
25589 O3622X9 1 Maternal care for hydrops fetalis, second trimester, oth     Maternal care for hydrops fetalis, second trimester, other fetus
25590 O3623   0 Maternal care for hydrops fetalis, third trimester           Maternal care for hydrops fetalis, third trimester
25591 O3623X0 1 Maternal care for hydrops fetalis, third trimester, unsp     Maternal care for hydrops fetalis, third trimester, not applicable or unspecified
25592 O3623X1 1 Maternal care for hydrops fetalis, third trimester, fetus 1  Maternal care for hydrops fetalis, third trimester, fetus 1
25593 O3623X2 1 Maternal care for hydrops fetalis, third trimester, fetus 2  Maternal care for hydrops fetalis, third trimester, fetus 2
25594 O3623X3 1 Maternal care for hydrops fetalis, third trimester, fetus 3  Maternal care for hydrops fetalis, third trimester, fetus 3
25595 O3623X4 1 Maternal care for hydrops fetalis, third trimester, fetus 4  Maternal care for hydrops fetalis, third trimester, fetus 4
25596 O3623X5 1 Maternal care for hydrops fetalis, third trimester, fetus 5  Maternal care for hydrops fetalis, third trimester, fetus 5
25597 O3623X9 1 Maternal care for hydrops fetalis, third trimester, oth      Maternal care for hydrops fetalis, third trimester, other fetus
25598 O364    0 Maternal care for intrauterine death                         Maternal care for intrauterine death
25599 O364XX0 1 Maternal care for intrauterine death, not applicable or unsp Maternal care for intrauterine death, not applicable or unspecified
25600 O364XX1 1 Maternal care for intrauterine death, fetus 1                Maternal care for intrauterine death, fetus 1
25601 O364XX2 1 Maternal care for intrauterine death, fetus 2                Maternal care for intrauterine death, fetus 2
25602 O364XX3 1 Maternal care for intrauterine death, fetus 3                Maternal care for intrauterine death, fetus 3
25603 O364XX4 1 Maternal care for intrauterine death, fetus 4                Maternal care for intrauterine death, fetus 4
25604 O364XX5 1 Maternal care for intrauterine death, fetus 5                Maternal care for intrauterine death, fetus 5
25605 O364XX9 1 Maternal care for intrauterine death, other fetus            Maternal care for intrauterine death, other fetus
25606 O365    0 Maternal care for known or suspected poor fetal growth       Maternal care for known or suspected poor fetal growth
25607 O3651   0 Maternal care for known or suspected placental insufficiency Maternal care for known or suspected placental insufficiency
25608 O36511  0 Maternal care for known or susp placntl insuff, first tri    Maternal care for known or suspected placental insufficiency, first trimester
25609 O365110 1 Matern care for known or susp placntl insuff, 1st tri, unsp  Maternal care for known or suspected placental insufficiency, first trimester, not applicable or unspecified
25610 O365111 1 Matern care for known or susp placntl insuff, 1st tri, fts1  Maternal care for known or suspected placental insufficiency, first trimester, fetus 1
25611 O365112 1 Matern care for known or susp placntl insuff, 1st tri, fts2  Maternal care for known or suspected placental insufficiency, first trimester, fetus 2
25612 O365113 1 Matern care for known or susp placntl insuff, 1st tri, fts3  Maternal care for known or suspected placental insufficiency, first trimester, fetus 3
25613 O365114 1 Matern care for known or susp placntl insuff, 1st tri, fts4  Maternal care for known or suspected placental insufficiency, first trimester, fetus 4
25614 O365115 1 Matern care for known or susp placntl insuff, 1st tri, fts5  Maternal care for known or suspected placental insufficiency, first trimester, fetus 5
25615 O365119 1 Matern care for known or susp placntl insuff, first tri, oth Maternal care for known or suspected placental insufficiency, first trimester, other fetus
25616 O36512  0 Maternal care for known or susp placntl insuff, second tri   Maternal care for known or suspected placental insufficiency, second trimester
25617 O365120 1 Matern care for known or susp placntl insuff, 2nd tri, unsp  Maternal care for known or suspected placental insufficiency, second trimester, not applicable or unspecified
25618 O365121 1 Matern care for known or susp placntl insuff, 2nd tri, fts1  Maternal care for known or suspected placental insufficiency, second trimester, fetus 1
25619 O365122 1 Matern care for known or susp placntl insuff, 2nd tri, fts2  Maternal care for known or suspected placental insufficiency, second trimester, fetus 2
25620 O365123 1 Matern care for known or susp placntl insuff, 2nd tri, fts3  Maternal care for known or suspected placental insufficiency, second trimester, fetus 3
25621 O365124 1 Matern care for known or susp placntl insuff, 2nd tri, fts4  Maternal care for known or suspected placental insufficiency, second trimester, fetus 4
25622 O365125 1 Matern care for known or susp placntl insuff, 2nd tri, fts5  Maternal care for known or suspected placental insufficiency, second trimester, fetus 5
25623 O365129 1 Matern care for known or susp placntl insuff, 2nd tri, oth   Maternal care for known or suspected placental insufficiency, second trimester, other fetus
25624 O36513  0 Maternal care for known or susp placntl insuff, third tri    Maternal care for known or suspected placental insufficiency, third trimester
25625 O365130 1 Matern care for or susp placntl insuff, third tri, unsp      Maternal care for known or suspected placental insufficiency, third trimester, not applicable or unspecified
25626 O365131 1 Matern care for or susp placntl insuff, third tri, fts1      Maternal care for known or suspected placental insufficiency, third trimester, fetus 1
25627 O365132 1 Matern care for or susp placntl insuff, third tri, fts2      Maternal care for known or suspected placental insufficiency, third trimester, fetus 2
25628 O365133 1 Matern care for or susp placntl insuff, third tri, fts3      Maternal care for known or suspected placental insufficiency, third trimester, fetus 3
25629 O365134 1 Matern care for or susp placntl insuff, third tri, fts4      Maternal care for known or suspected placental insufficiency, third trimester, fetus 4
25630 O365135 1 Matern care for or susp placntl insuff, third tri, fts5      Maternal care for known or suspected placental insufficiency, third trimester, fetus 5
25631 O365139 1 Matern care for known or susp placntl insuff, third tri, oth Maternal care for known or suspected placental insufficiency, third trimester, other fetus
25632 O36519  0 Maternal care for known or susp placntl insuff, unsp tri     Maternal care for known or suspected placental insufficiency, unspecified trimester
25633 O365190 1 Matern care for known or susp placntl insuff, unsp tri, unsp Maternal care for known or suspected placental insufficiency, unspecified trimester, not applicable or unspecified
25634 O365191 1 Matern care for known or susp placntl insuff, unsp tri, fts1 Maternal care for known or suspected placental insufficiency, unspecified trimester, fetus 1
25635 O365192 1 Matern care for known or susp placntl insuff, unsp tri, fts2 Maternal care for known or suspected placental insufficiency, unspecified trimester, fetus 2
25636 O365193 1 Matern care for known or susp placntl insuff, unsp tri, fts3 Maternal care for known or suspected placental insufficiency, unspecified trimester, fetus 3
25637 O365194 1 Matern care for known or susp placntl insuff, unsp tri, fts4 Maternal care for known or suspected placental insufficiency, unspecified trimester, fetus 4
25638 O365195 1 Matern care for known or susp placntl insuff, unsp tri, fts5 Maternal care for known or suspected placental insufficiency, unspecified trimester, fetus 5
25639 O365199 1 Matern care for known or susp placntl insuff, unsp tri, oth  Maternal care for known or suspected placental insufficiency, unspecified trimester, other fetus
25640 O3659   0 Maternal care for other known or suspected poor fetal growth Maternal care for other known or suspected poor fetal growth
25641 O36591  0 Matern care for oth known or susp poor fetal grth, first tri Maternal care for other known or suspected poor fetal growth, first trimester
25642 O365910 1 Matern care for oth or susp poor fetl grth, 1st tri, unsp    Maternal care for other known or suspected poor fetal growth, first trimester, not applicable or unspecified
25643 O365911 1 Matern care for oth or susp poor fetl grth, 1st tri, fts1    Maternal care for other known or suspected poor fetal growth, first trimester, fetus 1
25644 O365912 1 Matern care for oth or susp poor fetl grth, 1st tri, fts2    Maternal care for other known or suspected poor fetal growth, first trimester, fetus 2
25645 O365913 1 Matern care for oth or susp poor fetl grth, 1st tri, fts3    Maternal care for other known or suspected poor fetal growth, first trimester, fetus 3
25646 O365914 1 Matern care for oth or susp poor fetl grth, 1st tri, fts4    Maternal care for other known or suspected poor fetal growth, first trimester, fetus 4
25647 O365915 1 Matern care for oth or susp poor fetl grth, 1st tri, fts5    Maternal care for other known or suspected poor fetal growth, first trimester, fetus 5
25648 O365919 1 Matern care for oth or susp poor fetl grth, 1st tri, oth     Maternal care for other known or suspected poor fetal growth, first trimester, other fetus
25649 O36592  0 Matern care for oth known or susp poor fetal grth, 2nd tri   Maternal care for other known or suspected poor fetal growth, second trimester
25650 O365920 1 Matern care for oth or susp poor fetl grth, 2nd tri, unsp    Maternal care for other known or suspected poor fetal growth, second trimester, not applicable or unspecified
25651 O365921 1 Matern care for oth or susp poor fetl grth, 2nd tri, fts1    Maternal care for other known or suspected poor fetal growth, second trimester, fetus 1
25652 O365922 1 Matern care for oth or susp poor fetl grth, 2nd tri, fts2    Maternal care for other known or suspected poor fetal growth, second trimester, fetus 2
25653 O365923 1 Matern care for oth or susp poor fetl grth, 2nd tri, fts3    Maternal care for other known or suspected poor fetal growth, second trimester, fetus 3
25654 O365924 1 Matern care for oth or susp poor fetl grth, 2nd tri, fts4    Maternal care for other known or suspected poor fetal growth, second trimester, fetus 4
25655 O365925 1 Matern care for oth or susp poor fetl grth, 2nd tri, fts5    Maternal care for other known or suspected poor fetal growth, second trimester, fetus 5
25656 O365929 1 Matern care for oth or susp poor fetl grth, 2nd tri, oth     Maternal care for other known or suspected poor fetal growth, second trimester, other fetus
25657 O36593  0 Matern care for oth known or susp poor fetal grth, third tri Maternal care for other known or suspected poor fetal growth, third trimester
25658 O365930 1 Matern care for oth or susp poor fetl grth, third tri, unsp  Maternal care for other known or suspected poor fetal growth, third trimester, not applicable or unspecified
25659 O365931 1 Matern care for oth or susp poor fetl grth, third tri, fts1  Maternal care for other known or suspected poor fetal growth, third trimester, fetus 1
25660 O365932 1 Matern care for oth or susp poor fetl grth, third tri, fts2  Maternal care for other known or suspected poor fetal growth, third trimester, fetus 2
25661 O365933 1 Matern care for oth or susp poor fetl grth, third tri, fts3  Maternal care for other known or suspected poor fetal growth, third trimester, fetus 3
25662 O365934 1 Matern care for oth or susp poor fetl grth, third tri, fts4  Maternal care for other known or suspected poor fetal growth, third trimester, fetus 4
25663 O365935 1 Matern care for oth or susp poor fetl grth, third tri, fts5  Maternal care for other known or suspected poor fetal growth, third trimester, fetus 5
25664 O365939 1 Matern care for oth or susp poor fetl grth, third tri, oth   Maternal care for other known or suspected poor fetal growth, third trimester, other fetus
25665 O36599  0 Matern care for oth known or susp poor fetal grth, unsp tri  Maternal care for other known or suspected poor fetal growth, unspecified trimester
25666 O365990 1 Matern care for oth or susp poor fetl grth, unsp tri, unsp   Maternal care for other known or suspected poor fetal growth, unspecified trimester, not applicable or unspecified
25667 O365991 1 Matern care for oth or susp poor fetl grth, unsp tri, fts1   Maternal care for other known or suspected poor fetal growth, unspecified trimester, fetus 1
25668 O365992 1 Matern care for oth or susp poor fetl grth, unsp tri, fts2   Maternal care for other known or suspected poor fetal growth, unspecified trimester, fetus 2
25669 O365993 1 Matern care for oth or susp poor fetl grth, unsp tri, fts3   Maternal care for other known or suspected poor fetal growth, unspecified trimester, fetus 3
25670 O365994 1 Matern care for oth or susp poor fetl grth, unsp tri, fts4   Maternal care for other known or suspected poor fetal growth, unspecified trimester, fetus 4
25671 O365995 1 Matern care for oth or susp poor fetl grth, unsp tri, fts5   Maternal care for other known or suspected poor fetal growth, unspecified trimester, fetus 5
25672 O365999 1 Matern care for oth or susp poor fetl grth, unsp tri, oth    Maternal care for other known or suspected poor fetal growth, unspecified trimester, other fetus
25673 O366    0 Maternal care for excessive fetal growth                     Maternal care for excessive fetal growth
25674 O3660   0 Maternal care for excessive fetal growth, unsp trimester     Maternal care for excessive fetal growth, unspecified trimester
25675 O3660X0 1 Maternal care for excess fetal growth, unsp trimester, unsp  Maternal care for excessive fetal growth, unspecified trimester, not applicable or unspecified
25676 O3660X1 1 Maternal care for excess fetal growth, unsp tri, fetus 1     Maternal care for excessive fetal growth, unspecified trimester, fetus 1
25677 O3660X2 1 Maternal care for excess fetal growth, unsp tri, fetus 2     Maternal care for excessive fetal growth, unspecified trimester, fetus 2
25678 O3660X3 1 Maternal care for excess fetal growth, unsp tri, fetus 3     Maternal care for excessive fetal growth, unspecified trimester, fetus 3
25679 O3660X4 1 Maternal care for excess fetal growth, unsp tri, fetus 4     Maternal care for excessive fetal growth, unspecified trimester, fetus 4
25680 O3660X5 1 Maternal care for excess fetal growth, unsp tri, fetus 5     Maternal care for excessive fetal growth, unspecified trimester, fetus 5
25681 O3660X9 1 Maternal care for excess fetal growth, unsp trimester, oth   Maternal care for excessive fetal growth, unspecified trimester, other fetus
25682 O3661   0 Maternal care for excessive fetal growth, first trimester    Maternal care for excessive fetal growth, first trimester
25683 O3661X0 1 Maternal care for excess fetal growth, first trimester, unsp Maternal care for excessive fetal growth, first trimester, not applicable or unspecified
25684 O3661X1 1 Maternal care for excess fetal growth, first tri, fetus 1    Maternal care for excessive fetal growth, first trimester, fetus 1
25685 O3661X2 1 Maternal care for excess fetal growth, first tri, fetus 2    Maternal care for excessive fetal growth, first trimester, fetus 2
25686 O3661X3 1 Maternal care for excess fetal growth, first tri, fetus 3    Maternal care for excessive fetal growth, first trimester, fetus 3
25687 O3661X4 1 Maternal care for excess fetal growth, first tri, fetus 4    Maternal care for excessive fetal growth, first trimester, fetus 4
25688 O3661X5 1 Maternal care for excess fetal growth, first tri, fetus 5    Maternal care for excessive fetal growth, first trimester, fetus 5
25689 O3661X9 1 Maternal care for excess fetal growth, first trimester, oth  Maternal care for excessive fetal growth, first trimester, other fetus
25690 O3662   0 Maternal care for excessive fetal growth, second trimester   Maternal care for excessive fetal growth, second trimester
25691 O3662X0 1 Maternal care for excess fetal growth, second tri, unsp      Maternal care for excessive fetal growth, second trimester, not applicable or unspecified
25692 O3662X1 1 Maternal care for excess fetal growth, second tri, fetus 1   Maternal care for excessive fetal growth, second trimester, fetus 1
25693 O3662X2 1 Maternal care for excess fetal growth, second tri, fetus 2   Maternal care for excessive fetal growth, second trimester, fetus 2
25694 O3662X3 1 Maternal care for excess fetal growth, second tri, fetus 3   Maternal care for excessive fetal growth, second trimester, fetus 3
25695 O3662X4 1 Maternal care for excess fetal growth, second tri, fetus 4   Maternal care for excessive fetal growth, second trimester, fetus 4
25696 O3662X5 1 Maternal care for excess fetal growth, second tri, fetus 5   Maternal care for excessive fetal growth, second trimester, fetus 5
25697 O3662X9 1 Maternal care for excess fetal growth, second trimester, oth Maternal care for excessive fetal growth, second trimester, other fetus
25698 O3663   0 Maternal care for excessive fetal growth, third trimester    Maternal care for excessive fetal growth, third trimester
25699 O3663X0 1 Maternal care for excess fetal growth, third trimester, unsp Maternal care for excessive fetal growth, third trimester, not applicable or unspecified
25700 O3663X1 1 Maternal care for excess fetal growth, third tri, fetus 1    Maternal care for excessive fetal growth, third trimester, fetus 1
25701 O3663X2 1 Maternal care for excess fetal growth, third tri, fetus 2    Maternal care for excessive fetal growth, third trimester, fetus 2
25702 O3663X3 1 Maternal care for excess fetal growth, third tri, fetus 3    Maternal care for excessive fetal growth, third trimester, fetus 3
25703 O3663X4 1 Maternal care for excess fetal growth, third tri, fetus 4    Maternal care for excessive fetal growth, third trimester, fetus 4
25704 O3663X5 1 Maternal care for excess fetal growth, third tri, fetus 5    Maternal care for excessive fetal growth, third trimester, fetus 5
25705 O3663X9 1 Maternal care for excess fetal growth, third trimester, oth  Maternal care for excessive fetal growth, third trimester, other fetus
25706 O367    0 Maternal care for viable fetus in abdominal pregnancy        Maternal care for viable fetus in abdominal pregnancy
25707 O3670   0 Maternal care for viable fetus in abd preg, unsp trimester   Maternal care for viable fetus in abdominal pregnancy, unspecified trimester
25708 O3670X0 1 Maternal care for viable fetus in abd preg, unsp tri, unsp   Maternal care for viable fetus in abdominal pregnancy, unspecified trimester, not applicable or unspecified
25709 O3670X1 1 Matern care for viable fetus in abd preg, unsp tri, fetus 1  Maternal care for viable fetus in abdominal pregnancy, unspecified trimester, fetus 1
25710 O3670X2 1 Matern care for viable fetus in abd preg, unsp tri, fetus 2  Maternal care for viable fetus in abdominal pregnancy, unspecified trimester, fetus 2
25711 O3670X3 1 Matern care for viable fetus in abd preg, unsp tri, fetus 3  Maternal care for viable fetus in abdominal pregnancy, unspecified trimester, fetus 3
25712 O3670X4 1 Matern care for viable fetus in abd preg, unsp tri, fetus 4  Maternal care for viable fetus in abdominal pregnancy, unspecified trimester, fetus 4
25713 O3670X5 1 Matern care for viable fetus in abd preg, unsp tri, fetus 5  Maternal care for viable fetus in abdominal pregnancy, unspecified trimester, fetus 5
25714 O3670X9 1 Maternal care for viable fetus in abd preg, unsp tri, oth    Maternal care for viable fetus in abdominal pregnancy, unspecified trimester, other fetus
25715 O3671   0 Maternal care for viable fetus in abd preg, first trimester  Maternal care for viable fetus in abdominal pregnancy, first trimester
25716 O3671X0 1 Maternal care for viable fetus in abd preg, first tri, unsp  Maternal care for viable fetus in abdominal pregnancy, first trimester, not applicable or unspecified
25717 O3671X1 1 Matern care for viable fetus in abd preg, first tri, fetus 1 Maternal care for viable fetus in abdominal pregnancy, first trimester, fetus 1
25718 O3671X2 1 Matern care for viable fetus in abd preg, first tri, fetus 2 Maternal care for viable fetus in abdominal pregnancy, first trimester, fetus 2
25719 O3671X3 1 Matern care for viable fetus in abd preg, first tri, fetus 3 Maternal care for viable fetus in abdominal pregnancy, first trimester, fetus 3
25720 O3671X4 1 Matern care for viable fetus in abd preg, first tri, fetus 4 Maternal care for viable fetus in abdominal pregnancy, first trimester, fetus 4
25721 O3671X5 1 Matern care for viable fetus in abd preg, first tri, fetus 5 Maternal care for viable fetus in abdominal pregnancy, first trimester, fetus 5
25722 O3671X9 1 Maternal care for viable fetus in abd preg, first tri, oth   Maternal care for viable fetus in abdominal pregnancy, first trimester, other fetus
25723 O3672   0 Maternal care for viable fetus in abd preg, second trimester Maternal care for viable fetus in abdominal pregnancy, second trimester
25724 O3672X0 1 Maternal care for viable fetus in abd preg, second tri, unsp Maternal care for viable fetus in abdominal pregnancy, second trimester, not applicable or unspecified
25725 O3672X1 1 Matern care for viable fetus in abd preg, second tri, fts1   Maternal care for viable fetus in abdominal pregnancy, second trimester, fetus 1
25726 O3672X2 1 Matern care for viable fetus in abd preg, second tri, fts2   Maternal care for viable fetus in abdominal pregnancy, second trimester, fetus 2
25727 O3672X3 1 Matern care for viable fetus in abd preg, second tri, fts3   Maternal care for viable fetus in abdominal pregnancy, second trimester, fetus 3
25728 O3672X4 1 Matern care for viable fetus in abd preg, second tri, fts4   Maternal care for viable fetus in abdominal pregnancy, second trimester, fetus 4
25729 O3672X5 1 Matern care for viable fetus in abd preg, second tri, fts5   Maternal care for viable fetus in abdominal pregnancy, second trimester, fetus 5
25730 O3672X9 1 Maternal care for viable fetus in abd preg, second tri, oth  Maternal care for viable fetus in abdominal pregnancy, second trimester, other fetus
25731 O3673   0 Maternal care for viable fetus in abd preg, third trimester  Maternal care for viable fetus in abdominal pregnancy, third trimester
25732 O3673X0 1 Maternal care for viable fetus in abd preg, third tri, unsp  Maternal care for viable fetus in abdominal pregnancy, third trimester, not applicable or unspecified
25733 O3673X1 1 Matern care for viable fetus in abd preg, third tri, fetus 1 Maternal care for viable fetus in abdominal pregnancy, third trimester, fetus 1
25734 O3673X2 1 Matern care for viable fetus in abd preg, third tri, fetus 2 Maternal care for viable fetus in abdominal pregnancy, third trimester, fetus 2
25735 O3673X3 1 Matern care for viable fetus in abd preg, third tri, fetus 3 Maternal care for viable fetus in abdominal pregnancy, third trimester, fetus 3
25736 O3673X4 1 Matern care for viable fetus in abd preg, third tri, fetus 4 Maternal care for viable fetus in abdominal pregnancy, third trimester, fetus 4
25737 O3673X5 1 Matern care for viable fetus in abd preg, third tri, fetus 5 Maternal care for viable fetus in abdominal pregnancy, third trimester, fetus 5
25738 O3673X9 1 Maternal care for viable fetus in abd preg, third tri, oth   Maternal care for viable fetus in abdominal pregnancy, third trimester, other fetus
25739 O368    0 Maternal care for other specified fetal problems             Maternal care for other specified fetal problems
25740 O3680   0 Pregnancy with inconclusive fetal viability                  Pregnancy with inconclusive fetal viability
25741 O3680X0 1 Pregnancy w inconclusive fetal viability, unsp               Pregnancy with inconclusive fetal viability, not applicable or unspecified
25742 O3680X1 1 Pregnancy with inconclusive fetal viability, fetus 1         Pregnancy with inconclusive fetal viability, fetus 1
25743 O3680X2 1 Pregnancy with inconclusive fetal viability, fetus 2         Pregnancy with inconclusive fetal viability, fetus 2
25744 O3680X3 1 Pregnancy with inconclusive fetal viability, fetus 3         Pregnancy with inconclusive fetal viability, fetus 3
25745 O3680X4 1 Pregnancy with inconclusive fetal viability, fetus 4         Pregnancy with inconclusive fetal viability, fetus 4
25746 O3680X5 1 Pregnancy with inconclusive fetal viability, fetus 5         Pregnancy with inconclusive fetal viability, fetus 5
25747 O3680X9 1 Pregnancy with inconclusive fetal viability, other fetus     Pregnancy with inconclusive fetal viability, other fetus
25748 O3681   0 Decreased fetal movements                                    Decreased fetal movements
25749 O36812  0 Decreased fetal movements, second trimester                  Decreased fetal movements, second trimester
25750 O368120 1 Decreased fetal movements, second trimester, unsp            Decreased fetal movements, second trimester, not applicable or unspecified
25751 O368121 1 Decreased fetal movements, second trimester, fetus 1         Decreased fetal movements, second trimester, fetus 1
25752 O368122 1 Decreased fetal movements, second trimester, fetus 2         Decreased fetal movements, second trimester, fetus 2
25753 O368123 1 Decreased fetal movements, second trimester, fetus 3         Decreased fetal movements, second trimester, fetus 3
25754 O368124 1 Decreased fetal movements, second trimester, fetus 4         Decreased fetal movements, second trimester, fetus 4
25755 O368125 1 Decreased fetal movements, second trimester, fetus 5         Decreased fetal movements, second trimester, fetus 5
25756 O368129 1 Decreased fetal movements, second trimester, other fetus     Decreased fetal movements, second trimester, other fetus
25757 O36813  0 Decreased fetal movements, third trimester                   Decreased fetal movements, third trimester
25758 O368130 1 Decreased fetal movements, third trimester, unsp             Decreased fetal movements, third trimester, not applicable or unspecified
25759 O368131 1 Decreased fetal movements, third trimester, fetus 1          Decreased fetal movements, third trimester, fetus 1
25760 O368132 1 Decreased fetal movements, third trimester, fetus 2          Decreased fetal movements, third trimester, fetus 2
25761 O368133 1 Decreased fetal movements, third trimester, fetus 3          Decreased fetal movements, third trimester, fetus 3
25762 O368134 1 Decreased fetal movements, third trimester, fetus 4          Decreased fetal movements, third trimester, fetus 4
25763 O368135 1 Decreased fetal movements, third trimester, fetus 5          Decreased fetal movements, third trimester, fetus 5
25764 O368139 1 Decreased fetal movements, third trimester, other fetus      Decreased fetal movements, third trimester, other fetus
25765 O36819  0 Decreased fetal movements, unspecified trimester             Decreased fetal movements, unspecified trimester
25766 O368190 1 Decreased fetal movements, unsp trimester, unsp              Decreased fetal movements, unspecified trimester, not applicable or unspecified
25767 O368191 1 Decreased fetal movements, unspecified trimester, fetus 1    Decreased fetal movements, unspecified trimester, fetus 1
25768 O368192 1 Decreased fetal movements, unspecified trimester, fetus 2    Decreased fetal movements, unspecified trimester, fetus 2
25769 O368193 1 Decreased fetal movements, unspecified trimester, fetus 3    Decreased fetal movements, unspecified trimester, fetus 3
25770 O368194 1 Decreased fetal movements, unspecified trimester, fetus 4    Decreased fetal movements, unspecified trimester, fetus 4
25771 O368195 1 Decreased fetal movements, unspecified trimester, fetus 5    Decreased fetal movements, unspecified trimester, fetus 5
25772 O368199 1 Decreased fetal movements, unsp trimester, other fetus       Decreased fetal movements, unspecified trimester, other fetus
25773 O3682   0 Fetal anemia and thrombocytopenia                            Fetal anemia and thrombocytopenia
25774 O36821  0 Fetal anemia and thrombocytopenia, first trimester           Fetal anemia and thrombocytopenia, first trimester
25775 O368210 1 Fetal anemia and thrombocytopenia, first trimester, unsp     Fetal anemia and thrombocytopenia, first trimester, not applicable or unspecified
25776 O368211 1 Fetal anemia and thrombocytopenia, first trimester, fetus 1  Fetal anemia and thrombocytopenia, first trimester, fetus 1
25777 O368212 1 Fetal anemia and thrombocytopenia, first trimester, fetus 2  Fetal anemia and thrombocytopenia, first trimester, fetus 2
25778 O368213 1 Fetal anemia and thrombocytopenia, first trimester, fetus 3  Fetal anemia and thrombocytopenia, first trimester, fetus 3
25779 O368214 1 Fetal anemia and thrombocytopenia, first trimester, fetus 4  Fetal anemia and thrombocytopenia, first trimester, fetus 4
25780 O368215 1 Fetal anemia and thrombocytopenia, first trimester, fetus 5  Fetal anemia and thrombocytopenia, first trimester, fetus 5
25781 O368219 1 Fetal anemia and thrombocytopenia, first trimester, oth      Fetal anemia and thrombocytopenia, first trimester, other fetus
25782 O36822  0 Fetal anemia and thrombocytopenia, second trimester          Fetal anemia and thrombocytopenia, second trimester
25783 O368220 1 Fetal anemia and thrombocytopenia, second trimester, unsp    Fetal anemia and thrombocytopenia, second trimester, not applicable or unspecified
25784 O368221 1 Fetal anemia and thrombocytopenia, second trimester, fetus 1 Fetal anemia and thrombocytopenia, second trimester, fetus 1
25785 O368222 1 Fetal anemia and thrombocytopenia, second trimester, fetus 2 Fetal anemia and thrombocytopenia, second trimester, fetus 2
25786 O368223 1 Fetal anemia and thrombocytopenia, second trimester, fetus 3 Fetal anemia and thrombocytopenia, second trimester, fetus 3
